@relation openSMILE_features

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute class numeric

@data
'temp.csv',3.312078e+01,2.122958e-01,2.899965e+01,3.127234e+01,3.621681e+01,7.217161e+00,3.906301e+02,8.231772e+02,1.279232e+02,9.688998e+01,2.852389e-01,1.275049e+00,1.928459e-02,1.028971e-01,5.501066e-01,5.308220e-01,6.389958e+00,4.837387e+00,4.238505e+00,3.292915e+00,1.102233e-01,1.500407e+00,1.780417e+01,1.107029e+00,1.033718e+01,1.458137e+00,1.261732e+01,1.316160e+00,-8.834524e+00,-2.015944e+00,2.918165e-02,1.965407e+00,1.303173e+00,7.089841e-01,6.405207e+00,6.453647e-01,8.197585e+00,1.332101e+00,3.077868e+01,5.852627e-01,7.479946e+02,2.736081e-01,1.377402e+03,2.126130e-01,-1.472329e+02,-5.659186e-01,1.830214e+03,1.417968e-01,1.092492e+03,2.910852e-01,-1.474818e+02,-5.327696e-01,2.904196e+03,1.013992e-01,1.069792e+03,2.760864e-01,-1.490450e+02,-5.087952e-01,-1.588558e+01,-8.714896e-01,2.731078e+01,5.737187e-01,5.704350e-02,4.204572e-01,-2.515796e-02,-7.918673e-01,2.476252e-01,7.725990e-01,3.194652e+01,6.070849e-01,1.036936e+01,1.702248e+00,7.746895e+00,2.618611e+00,-1.786396e+01,-9.615629e-01,-6.744094e+00,1.429356e+01,2.423846e-02,7.705616e-03,5.058315e-02,1.446308e+00,1.998207e+00,1.412821e-01,1.545702e-01,3.707747e-01,7.019029e-01,-2.792343e+01,?
'temp.csv',3.409782e+01,1.763352e-01,3.043316e+01,3.340244e+01,3.806559e+01,7.632435e+00,2.784352e+02,6.400226e+02,9.268833e+01,9.967989e+01,3.983952e-01,1.266796e+00,2.220364e-02,1.331921e-01,7.461791e-01,7.239755e-01,8.552620e+00,5.771418e+00,6.850308e+00,5.146244e+00,2.022478e-01,1.532532e+00,2.684695e+01,6.733682e-01,1.291560e+01,1.292128e+00,-3.044628e+00,-5.443403e+00,-1.531816e+01,-9.477252e-01,2.387816e-02,2.378453e+00,1.059601e+00,9.631021e-01,9.104200e+00,4.644518e-01,6.576639e+00,1.523277e+00,4.044557e+01,3.791858e-01,7.307664e+02,2.290420e-01,1.413611e+03,1.723156e-01,-1.299710e+02,-6.868451e-01,1.856773e+03,1.408828e-01,1.179070e+03,2.709455e-01,-1.352025e+02,-5.856603e-01,2.979652e+03,8.188692e-02,1.124993e+03,2.965917e-01,-1.385255e+02,-5.408168e-01,-2.306622e+01,-4.538323e-01,3.448871e+01,3.784530e-01,6.136789e-02,3.481181e-01,-4.200402e-02,-3.950506e-01,4.253714e-01,8.354377e-01,3.889317e+01,3.815646e-01,2.195254e+01,6.694576e-01,-3.860257e+00,-4.547911e+00,-1.895920e+01,-7.597809e-01,-9.674706e+00,1.765270e+01,5.394179e-02,-2.564656e-03,5.585128e-02,1.905312e+00,1.637449e+00,2.317647e-01,2.305144e-01,3.619047e-01,7.006195e-01,-2.012925e+01,?
'temp.csv',3.299497e+01,1.453531e-01,3.011502e+01,3.168218e+01,3.601723e+01,5.902210e+00,7.271597e+01,1.088398e+02,8.383603e+01,1.845227e+02,1.306843e-01,2.139504e+00,1.646948e-02,2.286173e-02,1.034022e-01,8.693276e-02,6.799298e+00,5.260808e+00,5.046616e+00,5.390956e+00,5.342061e-02,2.811528e+00,2.000889e+01,7.302781e-01,4.720312e-01,3.219864e+01,-1.511659e+00,-8.327496e+00,-1.126635e-01,-1.172622e+02,1.691582e-02,1.592120e+00,1.009678e+00,8.986125e-01,9.343286e+00,3.630646e-01,4.800359e+00,2.036168e+00,3.725859e+01,3.313051e-01,7.627155e+02,2.324659e-01,1.383588e+03,1.690242e-01,-1.692690e+02,-4.052077e-01,1.871877e+03,1.241945e-01,1.135675e+03,2.578701e-01,-1.711693e+02,-3.659091e-01,2.993538e+03,7.996066e-02,1.053147e+03,2.657868e-01,-1.726841e+02,-3.428966e-01,-2.529228e+01,-4.101518e-01,3.796084e+01,3.127154e-01,4.674789e-02,7.397632e-01,-3.217598e-02,-6.776537e-01,2.693217e-01,9.412167e-01,4.180770e+01,3.108315e-01,1.833423e+01,8.975555e-01,5.348359e+00,3.417431e+00,-6.986495e+00,-2.720926e+00,-4.863945e+00,1.349778e+01,4.595691e-02,1.970160e-02,5.368549e-03,6.828057e-01,4.968944e-01,3.579167e-01,2.906742e-01,1.704782e+00,3.150619e+00,-2.740726e+01,?
'temp.csv',3.517017e+01,1.356334e-01,3.228474e+01,3.416534e+01,3.742973e+01,5.144989e+00,2.049277e+02,5.051359e+02,1.414795e+02,3.347690e+02,5.174417e-01,8.929035e-01,6.038825e-02,4.227812e-01,8.927326e-01,8.323443e-01,8.661855e+00,4.687095e+00,5.424277e+00,3.583916e+00,2.048580e-01,1.185498e+00,1.784247e+01,1.134529e+00,3.688708e+00,4.353783e+00,5.113723e+00,3.372980e+00,-1.046926e+01,-1.644246e+00,2.187907e-02,1.508216e+00,1.156793e+00,7.230136e-01,7.514626e+00,5.666649e-01,4.810422e+00,2.399800e+00,2.234946e+01,5.672433e-01,6.669879e+02,3.194888e-01,1.344283e+03,1.903843e-01,-9.403706e+01,-1.003060e+00,1.755834e+03,1.395981e-01,9.885607e+02,3.665032e-01,-9.489418e+01,-9.165210e-01,2.791907e+03,9.362227e-02,9.853405e+02,4.119177e-01,-9.707344e+01,-8.761683e-01,-1.391836e+01,-6.385703e-01,2.222920e+01,4.722190e-01,7.851566e-02,2.382327e-01,-3.085769e-02,-5.603373e-01,3.150620e-01,8.120698e-01,2.842958e+01,5.460153e-01,2.466347e+00,5.947579e+00,4.384567e+00,4.311006e+00,-1.419540e+01,-1.216650e+00,-2.383621e+00,1.013774e+01,5.986356e-02,5.402416e-03,5.402550e-02,2.602906e+00,2.303729e+00,2.411842e-01,2.065122e-01,1.885507e-01,3.481016e-01,-2.345201e+01,?
'temp.csv',3.438015e+01,1.579181e-01,3.229333e+01,3.387560e+01,3.825522e+01,5.961895e+00,3.216919e+02,3.290228e+02,1.174324e+02,2.197641e+02,1.097969e-01,2.003006e+00,1.213779e-02,2.100716e-02,1.433432e-01,1.312054e-01,5.709675e+00,5.838862e+00,4.448833e+00,4.662587e+00,4.322268e-02,2.873794e+00,1.671108e+01,8.973278e-01,1.203217e+01,1.537128e+00,4.933544e-01,3.053046e+01,-6.138682e+00,-2.844358e+00,3.766862e-02,1.824230e+00,1.567064e+00,5.513222e-01,5.955539e+00,6.993722e-01,3.582221e+00,3.287919e+00,2.784077e+01,5.309321e-01,7.074171e+02,3.030722e-01,1.363791e+03,1.740973e-01,-1.672446e+02,-4.245040e-01,1.764984e+03,1.399139e-01,1.065758e+03,3.480298e-01,-1.665580e+02,-4.135399e-01,2.856009e+03,1.008567e-01,1.004563e+03,3.282471e-01,-1.683341e+02,-3.878138e-01,-1.589654e+01,-6.610484e-01,2.765728e+01,4.265372e-01,7.712485e-02,3.189459e-01,-1.940625e-02,-9.607661e-01,1.607361e-01,1.320613e+00,3.409454e+01,3.328905e-01,2.679493e+00,7.647919e+00,3.713680e+00,5.398074e+00,-1.361343e+01,-1.550065e+00,-8.084218e+00,1.400551e+01,6.017971e-02,1.691991e-03,1.561045e-02,7.977067e-01,1.209778e+00,1.467010e-01,1.337001e-01,6.791489e-01,1.317518e+00,-3.366388e+01,?
'temp.csv',3.606628e+01,1.550899e-01,3.235813e+01,3.429718e+01,3.939865e+01,7.040520e+00,2.195509e+02,3.770177e+02,1.578075e+02,3.013491e+02,1.001618e+00,8.298542e-01,2.388740e-01,8.036013e-01,1.640306e+00,1.401432e+00,1.456176e+01,7.540416e+00,9.094899e+00,5.388041e+00,4.959922e-01,1.033172e+00,2.020165e+01,8.475090e-01,-2.554181e+00,-6.433417e+00,2.702750e+00,6.842372e+00,-1.629916e+01,-9.889554e-01,2.895225e-02,1.781760e+00,1.166876e+00,6.807528e-01,7.339632e+00,5.199185e-01,5.190830e+00,2.058178e+00,2.181633e+01,6.424385e-01,7.245986e+02,3.247457e-01,1.363705e+03,1.996719e-01,-7.067033e+01,-1.289875e+00,1.759428e+03,1.397818e-01,9.921852e+02,3.466770e-01,-6.993697e+01,-1.193554e+00,2.829938e+03,9.168784e-02,9.473218e+02,3.631069e-01,-7.393008e+01,-1.088454e+00,-1.161413e+01,-6.685579e-01,2.169934e+01,4.820580e-01,8.199795e-02,2.591932e-01,-2.820358e-02,-6.183156e-01,6.563879e-01,7.867234e-01,2.651582e+01,4.921216e-01,-4.300093e+00,-3.818469e+00,1.161365e+00,1.631731e+01,-1.923116e+01,-8.138317e-01,-2.283906e+00,9.790151e+00,5.759070e-02,1.318977e-03,1.344250e-01,2.837163e+00,2.500000e+00,2.684000e-01,2.389390e-01,1.297170e-01,1.736645e-01,-1.643118e+01,?
'temp.csv',3.504399e+01,2.284914e-01,2.989660e+01,3.181110e+01,3.893138e+01,9.034779e+00,3.263595e+02,5.642675e+02,2.627005e+02,5.840148e+02,1.814266e-01,1.550326e+00,9.208089e-03,5.817202e-02,3.259470e-01,3.167390e-01,5.101977e+00,3.875671e+00,2.831560e+00,2.339362e+00,6.897704e-02,1.983310e+00,2.013300e+01,9.344734e-01,8.868230e+00,1.890749e+00,1.274644e+01,1.546134e+00,-5.544919e+00,-3.099424e+00,2.563702e-02,1.773265e+00,1.440559e+00,5.672104e-01,5.887004e+00,6.469814e-01,5.236004e+00,2.861758e+00,2.008680e+01,1.095409e+00,7.114576e+02,3.328962e-01,1.295317e+03,2.337634e-01,-1.404302e+02,-6.268987e-01,1.775465e+03,1.459334e-01,9.806512e+02,3.692165e-01,-1.367936e+02,-6.192295e-01,2.836897e+03,1.078419e-01,9.957629e+02,3.612064e-01,-1.371640e+02,-6.107867e-01,-9.981665e+00,-1.340448e+00,2.021933e+01,8.283831e-01,6.806216e-02,3.483567e-01,-1.958748e-02,-9.929090e-01,1.589155e-01,1.126174e+00,3.178362e+01,6.368082e-01,-5.876796e-01,-3.339645e+01,1.279221e+01,2.070511e+00,-1.588386e+01,-1.121156e+00,-9.207425e+00,1.511984e+01,4.189567e-02,1.089709e-02,2.002490e-02,1.187111e+00,1.810211e+00,1.852344e-01,1.783341e-01,3.658678e-01,8.212847e-01,-3.221821e+01,?
'temp.csv',3.428194e+01,2.454001e-01,2.948175e+01,3.110200e+01,3.537733e+01,5.895576e+00,3.822238e+02,6.060734e+02,2.302121e+02,4.467656e+02,2.299220e-01,1.406899e+00,2.414275e-02,5.425259e-02,4.053245e-01,3.811818e-01,5.294333e+00,4.200583e+00,4.249002e+00,3.362470e+00,9.530935e-02,1.752059e+00,1.435639e+01,1.461301e+00,5.294240e+00,2.804834e+00,1.831545e-01,1.041261e+02,-9.174426e+00,-1.741447e+00,2.559684e-02,1.904838e+00,1.589293e+00,6.803785e-01,6.727895e+00,6.277069e-01,5.043388e+00,2.977454e+00,2.589094e+01,7.850147e-01,7.004283e+02,3.351252e-01,1.322687e+03,2.401619e-01,-1.305656e+02,-6.984910e-01,1.772606e+03,1.503687e-01,1.064142e+03,3.228480e-01,-1.281988e+02,-6.746371e-01,2.844627e+03,9.688652e-02,9.962750e+02,3.207096e-01,-1.295448e+02,-6.496467e-01,-1.337604e+01,-1.192078e+00,2.373442e+01,7.301403e-01,5.869268e-02,5.985219e-01,-1.726264e-02,-1.410671e+00,2.086965e-01,9.886962e-01,2.572144e+01,9.329957e-01,1.036459e+01,1.577595e+00,7.531608e+00,2.827914e+00,-1.360210e+01,-1.456562e+00,-3.479913e+00,1.098641e+01,2.594098e-02,1.243157e-02,1.961907e-02,1.910249e+00,2.199970e+00,1.714483e-01,1.797200e-01,2.953125e-01,4.669681e-01,-2.589195e+01,?
'temp.csv',2.731842e+01,3.371725e-01,2.063041e+01,2.268268e+01,3.796381e+01,1.733340e+01,3.474408e+02,5.601742e+02,2.382807e+02,5.917990e+02,2.138890e-01,1.427187e+00,2.406846e-02,8.083519e-02,3.418298e-01,3.177613e-01,6.004638e+00,5.838442e+00,4.085488e+00,4.676386e+00,1.307850e-01,1.832306e+00,3.342318e+01,3.830090e-01,1.610783e+01,8.724214e-01,8.065791e+00,1.806720e+00,-1.292097e+00,-1.246121e+01,3.337355e-02,1.780278e+00,1.735307e+00,6.609082e-01,4.721650e+00,7.888548e-01,3.890171e+00,3.027498e+00,3.613007e+01,3.703142e-01,6.641401e+02,3.544532e-01,1.377513e+03,1.564554e-01,-1.354214e+02,-6.752205e-01,1.743388e+03,1.724809e-01,1.096114e+03,2.686463e-01,-1.381359e+02,-6.090879e-01,2.882471e+03,1.007559e-01,1.097949e+03,2.885325e-01,-1.419712e+02,-5.546532e-01,-2.189547e+01,-4.843120e-01,3.695258e+01,2.917977e-01,5.753311e-02,4.672018e-01,-1.399630e-02,-1.573010e+00,2.717915e-01,1.078455e+00,4.245593e+01,2.290670e-01,1.203806e+01,1.362813e+00,6.968711e+00,2.617097e+00,-5.854349e+00,-3.408952e+00,-1.911440e+01,2.853977e+01,4.933503e-02,3.137778e-03,5.624857e-02,1.310238e+00,2.023121e+00,1.612088e-01,1.381100e-01,3.148889e-01,4.429302e-01,-2.687040e+01,?
'temp.csv',3.093461e+01,1.600755e-01,2.822730e+01,3.043428e+01,3.308212e+01,4.854820e+00,3.893802e+02,7.475870e+02,6.963696e+01,8.238036e+01,2.584469e-01,9.554933e-01,2.527297e-02,2.249569e-01,4.242097e-01,3.989367e-01,4.402129e+00,3.471757e+00,3.361123e+00,3.253771e+00,9.907325e-02,1.354399e+00,3.136568e+01,6.231617e-01,9.780645e+00,1.465816e+00,4.768948e+00,3.194548e+00,3.172310e+00,4.329815e+00,2.653593e-02,1.788656e+00,1.166003e+00,8.820134e-01,7.652321e+00,3.923607e-01,7.874598e+00,1.112570e+00,3.505076e+01,3.645500e-01,6.977729e+02,2.773445e-01,1.393499e+03,1.796822e-01,-1.157310e+02,-7.745081e-01,1.742477e+03,1.491258e-01,1.124747e+03,2.904524e-01,-1.202146e+02,-6.863815e-01,2.911862e+03,9.613214e-02,1.006642e+03,3.411513e-01,-1.257375e+02,-6.091721e-01,-1.953651e+01,-5.236341e-01,3.363503e+01,3.435263e-01,3.308907e-02,6.673919e-01,-1.894819e-02,-9.258990e-01,1.622581e-01,9.587829e-01,4.236031e+01,3.303368e-01,1.133455e+01,1.137546e+00,5.657681e+00,2.661075e+00,1.659283e+00,8.605081e+00,-1.002652e+01,2.157047e+01,2.429957e-02,7.895871e-03,4.418632e-02,1.910931e+00,2.366289e+00,1.894521e-01,1.867413e-01,2.328572e-01,3.293639e-01,-2.850419e+01,?
'temp.csv',3.564769e+01,1.893008e-01,3.145805e+01,3.429485e+01,3.846367e+01,7.005619e+00,1.871767e+02,2.672038e+02,2.185765e+02,4.999030e+02,2.371570e-01,1.316247e+00,2.336991e-02,8.070730e-02,4.435979e-01,4.202279e-01,5.200426e+00,3.476826e+00,3.752203e+00,2.537250e+00,1.041718e-01,1.652634e+00,2.902684e+01,6.110309e-01,3.350859e+00,4.601231e+00,-2.050814e+00,-9.584204e+00,-1.313602e+01,-1.217249e+00,2.650826e-02,1.793479e+00,1.321053e+00,6.979802e-01,7.964940e+00,5.384151e-01,7.128881e+00,2.214116e+00,3.199910e+01,6.714996e-01,7.300383e+02,2.888404e-01,1.354803e+03,2.072053e-01,-1.222517e+02,-7.631117e-01,1.799908e+03,1.462620e-01,1.107137e+03,3.134619e-01,-1.223777e+02,-7.058220e-01,2.910847e+03,9.373520e-02,1.012867e+03,3.296345e-01,-1.259258e+02,-6.530312e-01,-1.622030e+01,-8.781708e-01,3.047865e+01,5.727565e-01,7.349003e-02,4.011390e-01,-2.444226e-02,-9.199752e-01,2.173534e-01,9.367470e-01,3.767743e+01,4.957144e-01,4.981163e+00,3.825639e+00,2.807729e-01,8.829499e+01,-1.771893e+01,-1.038700e+00,-7.992002e+00,1.881107e+01,5.450587e-02,7.560293e-03,1.419970e-02,1.590127e+00,1.710417e+00,2.498611e-01,2.683565e-01,3.551181e-01,8.811605e-01,-2.682573e+01,?
'temp.csv',3.186084e+01,1.884057e-01,2.928419e+01,3.090197e+01,3.303558e+01,3.751392e+00,1.794555e+02,2.536287e+02,2.529442e+02,5.781780e+02,3.670940e-01,1.099489e+00,2.472099e-02,2.620382e-01,6.129458e-01,5.882248e-01,5.825584e+00,4.325142e+00,4.161111e+00,3.450956e+00,1.593478e-01,1.387370e+00,1.928843e+01,1.065987e+00,1.059234e+01,1.568076e+00,4.830501e+00,3.947318e+00,4.497937e+00,3.471597e+00,2.303023e-02,1.837815e+00,1.303788e+00,7.231079e-01,6.528731e+00,5.529829e-01,2.365316e+00,4.613417e+00,2.215537e+01,7.064707e-01,7.360660e+02,3.010923e-01,1.332795e+03,2.056531e-01,-1.162502e+02,-7.890131e-01,1.779958e+03,1.550263e-01,1.043217e+03,3.282454e-01,-1.170738e+02,-7.410470e-01,2.843814e+03,1.007391e-01,9.774963e+02,3.736541e-01,-1.196708e+02,-6.987823e-01,-1.267830e+01,-8.962989e-01,2.577689e+01,4.985605e-01,4.994829e-02,6.009191e-01,-9.478508e-03,-2.183765e+00,2.747121e-01,9.282769e-01,3.072744e+01,5.239049e-01,9.605849e+00,1.884676e+00,1.297009e+00,1.641012e+01,2.620393e+00,6.700501e+00,-7.203492e+00,1.606664e+01,3.036500e-02,1.608390e-02,5.841982e-02,2.022694e+00,2.321561e+00,1.919149e-01,1.705889e-01,2.409412e-01,3.445803e-01,-2.504442e+01,?
'temp.csv',3.283899e+01,1.782342e-01,2.973838e+01,3.132075e+01,3.409409e+01,4.355707e+00,1.486961e+02,1.334059e+02,2.077122e+02,2.922130e+02,1.623506e-01,1.545015e+00,8.737567e-03,6.060702e-02,2.784708e-01,2.697333e-01,4.915823e+00,5.300136e+00,3.965485e+00,4.430621e+00,5.753272e-02,2.654125e+00,1.860692e+01,9.891141e-01,7.690971e+00,2.043602e+00,9.514962e+00,2.195370e+00,-1.452359e+01,-1.300471e+00,2.390559e-02,1.320309e+00,1.410379e+00,5.716282e-01,5.736747e+00,5.709324e-01,8.723193e-01,1.220938e+01,1.557070e+01,9.941585e-01,6.851127e+02,2.946344e-01,1.297281e+03,2.158720e-01,-1.336479e+02,-6.768545e-01,1.768788e+03,1.377145e-01,9.762540e+02,4.122819e-01,-1.352032e+02,-6.277887e-01,2.802875e+03,8.953445e-02,8.788871e+02,3.460339e-01,-1.353760e+02,-6.220832e-01,-1.229983e+01,-8.587358e-01,2.098918e+01,6.347464e-01,6.505530e-02,3.955992e-01,-3.438824e-02,-6.054260e-01,1.276590e-01,1.586184e+00,3.140691e+01,5.269146e-01,-2.949211e-01,-5.939857e+01,1.210839e+01,2.116231e+00,-2.492771e+01,-8.105281e-01,-7.393795e+00,1.368382e+01,4.762686e-02,-6.791913e-04,1.779108e-02,1.193576e+00,1.913043e+00,1.793182e-01,1.396651e-01,3.265517e-01,7.290614e-01,-3.211531e+01,?
'temp.csv',3.307313e+01,1.957038e-01,3.112692e+01,3.271955e+01,3.516193e+01,4.035013e+00,3.369269e+02,5.773665e+02,1.346016e+02,2.016736e+02,2.817209e-01,1.356840e+00,1.976821e-02,8.916211e-02,4.908084e-01,4.710402e-01,6.333816e+00,4.954931e+00,4.897291e+00,4.253056e+00,1.274983e-01,1.630287e+00,2.711283e+01,7.489234e-01,1.027738e+01,1.378052e+00,3.674802e+00,4.452015e+00,-6.301865e+00,-2.083913e+00,3.366896e-02,2.053948e+00,1.208103e+00,8.290697e-01,8.145885e+00,4.886646e-01,3.345423e+00,3.243682e+00,3.289597e+01,4.597016e-01,7.175944e+02,2.647322e-01,1.368540e+03,1.783107e-01,-1.311319e+02,-6.741903e-01,1.803220e+03,1.338868e-01,1.094857e+03,3.230174e-01,-1.350734e+02,-5.963690e-01,2.929467e+03,8.014841e-02,9.748624e+02,3.515410e-01,-1.378954e+02,-5.553115e-01,-2.311541e+01,-4.819384e-01,3.493310e+01,3.860272e-01,4.895640e-02,5.659569e-01,-3.088992e-02,-6.370152e-01,2.801093e-01,8.633102e-01,4.084952e+01,4.248726e-01,1.544701e+01,1.031120e+00,7.205429e+00,2.770707e+00,-6.441884e+00,-2.409946e+00,-1.006471e+01,1.787486e+01,4.855568e-02,2.087920e-03,2.967493e-02,1.476771e+00,1.650129e+00,2.275817e-01,2.459609e-01,3.879433e-01,7.971353e-01,-2.393898e+01,?
'temp.csv',4.467456e+01,1.008228e-01,4.263057e+01,4.371059e+01,4.511452e+01,2.483955e+00,1.741756e+02,3.476844e+02,7.362627e+01,1.259766e+02,1.514982e-01,1.817014e+00,1.249384e-02,1.606558e-02,2.557304e-01,2.432366e-01,5.446004e+00,4.752460e+00,3.696168e+00,4.852400e+00,6.497288e-02,2.392097e+00,2.260011e+01,6.426858e-01,1.943038e+01,1.007564e+00,1.383934e+01,1.367278e+00,-2.030973e+00,-9.919106e+00,1.331796e-02,1.644619e+00,9.395577e-01,9.216892e-01,1.296711e+01,4.178088e-01,1.248492e+01,1.660525e+00,2.537002e+01,9.979125e-01,8.562482e+02,2.090212e-01,1.238505e+03,2.830617e-01,-1.559025e+02,-4.957254e-01,1.954283e+03,1.035111e-01,1.022473e+03,3.964211e-01,-1.520461e+02,-4.970106e-01,3.038496e+03,7.507863e-02,1.032149e+03,3.490175e-01,-1.539489e+02,-4.700257e-01,-2.010452e+01,-8.699445e-01,3.097594e+01,6.810272e-01,6.644952e-02,3.573980e-01,-1.210773e-02,-1.598353e+00,2.045209e-01,1.113612e+00,3.024227e+01,5.860791e-01,1.519551e+00,1.502674e+01,7.313303e-01,3.432088e+01,-2.217627e+01,-9.652764e-01,-2.075335e+01,2.766373e+01,2.142702e-02,1.322772e-02,5.916511e-03,8.156967e-01,8.381737e-01,3.426315e-01,3.448418e-01,8.662385e-01,2.054475e+00,-2.706155e+01,?
